Liên kết,Tên công việc,Tên công ty,Mức lương,Khu vực tuyển
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/giam-doc-dieu-hanh-c9p122id200290326.html,Giám Đốc Điều Hành,Công Ty TNHH Sản Xuất - Thương Mại Bảo Thành,Thoả thuận ,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-ki-thuat-thang-may-tai-tphcm-c9p122id200290141.html,Nhân Viên Kĩ Thuật Thang Máy Tại TPHCM,Công Ty Cổ Phần Kỹ Thuật Thang Máy Thông Minh - Tatin,12 - 20 triệu,TP.HCM
https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-trien-khai-san-xuat-c13p73id200289949.html,Nhân Viên Triển Khai Sản Xuất,Mnt Company Limited,10 - 20 triệu,Hà Nội
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-van-hanh-may-c9p93id200270830.html,Nhân Viên Vận Hành Máy,Công Ty TNHH Công Nghiệp Sao Đỏ Việt Nam,12 - 18 triệu,Hưng Yên
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/ky-thuat-tien-phay-cnc-c9p122id200289199.html,Kỹ Thuật Tiện Phay CNC,Công Ty TNHH Anamet Việt Nam,13 - 18 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/cong-nhan-san-xuat-ldpt-q12-khong-kinh-nghiem-c9p122id200290091.html,Công Nhân Sản Xuất - Lđpt Q12 - Không Kinh Nghiệm,Công Ty Cổ Phần Tập Đoàn Thái Tuấn,7 - 10 triệu,TP.HCM
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-van-hanh-may-cat-laser-c47p122id200263823.html,Nhân Viên Vận Hành Máy Cắt Laser,Công Ty TNHH Thương Mại Kỹ Thuật Vũ Tấn,8 - 15 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/truong-nhom-san-xuat-c9p103id200289989.html,Trưởng Nhóm Sản Xuất,Asphalt Distribution Company Limited,8 - 10 triệu,Thừa Thiên Huế
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/quan-ly-san-xuat-c9p119id200289983.html,Quản Lý Sản Xuất,Công Ty Cổ Phần Đầu Tư Và Sản Xuất Canavi,12 - 15 triệu,Bình Dương
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-tieng-han-khoi-san-xuat-c9p93id200289984.html,Nhân Viên Tiếng Hàn Khối Sản Xuất,Công Ty Tnhh Yura Corporation Vina,13 - 25 triệu,Hưng Yên
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-co-khi-biet-han-tien-phay-c9p122id200289780.html,"Nhân Viên Cơ Khí Biết Hàn, Tiện, Phay",Công ty TNHH SX TM DV Kỹ Thuật Duy Phát,7 - 10 triệu,"TP.HCM, Long An"
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-kinh-doanh-c9p122id200289696.html,Nhân Viên Kinh Doanh,Công Ty Cổ Phần Năng Lượng Bht,8 - 30 triệu,TP.HCM
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-ky-thuat-co-khi-che-tao-c47p122id200289620.html,Nhân Viên Kỹ Thuật (Cơ Khí Chế Tạo),Công Ty Cổ Phần Tư Vấn Đầu Tư Xây Dựng Phúc Anh,7 - 12 triệu,TP.HCM
https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-c13p84id200289501.html,Nhân Viên Kinh Doanh,Công Ty TNHH Seohui Việt Nam,7 - 10 triệu,Thái Nguyên
https://vieclam24h.vn/quan-ly-tieu-chuan-va-chat-luong/bac-ninh-ky-su-hieu-chuan-thiet-bi-c28p90id200289755.html,Bắc Ninh - Kỹ Sư Hiệu Chuẩn Thiết Bị,Công Ty TNHH AAC Technologies Việt Nam,18 - 35 triệu,Bắc Ninh
https://vieclam24h.vn/dau-khi/instrument-engineer-c39p121id200289678.html,Instrument Engineer,Công Ty TNHH Cơ Khí Hàng Hải Vân Phong,45 - 65 triệu,Bà Rịa - Vũng Tàu
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-quan-ly-khuon-c10p119id200289677.html,Nhân Viên Quản Lý Khuôn,Công Ty TNHH Dmc Gasket Vina,8 - 10 triệu,Bình Dương
https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-thi-truong-mang-tranh-noi-that-c13p122id200289633.html,Nhân Viên Kinh Doanh Thị Trường - Mảng Tranh Nội Thất,Công Ty TNHH Decornow,8 - 15 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/ky-su-dien-dong-nai-c9p120id200234926.html,Kỹ Sư Điện - Đồng Nai,Công Ty TNHH KD Việt Nam,7 - 15 triệu,Đồng Nai
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/tro-ly-san-xuat-nganh-co-khi-qaqc-co-khi-c9p119id200289544.html,Trợ Lý Sản Xuất Ngành Cơ Khí & Qaqc Cơ Khí,Công Ty TNHH Sukavina,10 - 15 triệu,Bình Dương
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/truong-ca-san-xuat-hung-yen-c9p93id200289460.html,Trưởng Ca Sản Xuất (Hưng Yên),Công Ty TNHH Hamatetsu Việt Nam,15 - 20 triệu,Hưng Yên
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/truong-phong-co-khi-dien-va-he-thong-ong-nuoc-c9p73id200289400.html,"Trưởng Phòng Cơ Khí, Điện Và Hệ Thống Ống Nước",Công Ty Cổ Phần Thiết Bị Hitech Quốc Tế,15 - 30 triệu,Hà Nội
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-dung-may-cnc-router-c9p122id200288173.html,Nhân Viên Đứng Máy CNC Router,Công Ty TNHH Sab Technologies,10 - 15 triệu,TP.HCM
https://vieclam24h.vn/quan-ly-tieu-chuan-va-chat-luong/nhan-vien-qc-tan-uyen-binh-duong-nhan-viec-thang-12-c28p119id200289246.html,"Nhân Viên QC - Tân Uyên, Bình Dương (Nhận Việc Tháng 12)",Công Ty TNHH MTV Nhật Quang Phát,7 - 15 triệu,Bình Dương
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-van-hanh-cnc-c47p73id200289061.html,Nhân Viên Vận Hành CNC,Công Ty Cổ Phần Nhựa Hà Nội,9 - 15 triệu,Hà Nội
https://vieclam24h.vn/promotion-girl/cong-nhan-san-xuat-c164p122id100165926.html,Công Nhân Sản Xuất,Công Ty TNHH Nước Uống Tinh Khiết Sài Gòn,7 - 10 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/truong-phong-san-xuat-in-an-c9p73id200286923.html,Trưởng Phòng Sản Xuất In Ấn,Công Ty TNHH In Phun Kỹ Thuật Số In 3 Miền,16 - 20 triệu,Hà Nội
https://vieclam24h.vn/nhan-su/nhan-vien-tieng-nhat-c22p120id200288596.html,Nhân Viên Tiếng Nhật,Công Ty TNHH Tư Vấn Nhân Sự Kokoro,10 - 50 triệu,"Đồng Nai, Bình Dương, Bà Rịa - Vũng Tàu, Long An, +1"
https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-su-tap-su-c41p118id200288450.html,Kỹ Sư Tập Sự,Công Ty Cổ Phần Xi Măng Fico Tây Ninh (Fico-Ytl),9 - 13 triệu,Tây Ninh
https://vieclam24h.vn/quan-ly-du-an/quan-doc-xuong-c27p123id200288387.html,Quản Đốc Xưởng,Công Ty Tnhh Sản Xuất - Thương Mại - Dịch Vụ Sơn Hoàng Gia,12 - 15 triệu,Long An
https://vieclam24h.vn/nghe-nghiep-khac/cong-nhan-may-lao-dong-pho-thong-tai-quan-12-nhan-viec-ngay-c35p122id200287417.html,Công Nhân May (Lao Động Phổ Thông) Tại Quận 12 (Nhận Việc Ngay),Công Ty Tnhh Sản Xuất - Thương Mại T & T,7 - 15 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-thiet-ke-co-khi-che-tao-c9p73id200210847.html,Nhân Viên Thiết Kế Cơ Khí Chế Tạo,Công Ty Cổ Phần Kim Loại Tấm Intech Việt Nam,10 - 15 triệu,Hà Nội
https://vieclam24h.vn/lao-dong-pho-thong/cong-nhan-lap-rap-linh-kien-o-to-xe-may-c49p95id200248484.html,Công Nhân Lắp Ráp Linh Kiện Ô Tô Xe Máy,Công Ty Honda Việt Nam,8 - 13 triệu,Hà Nam
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-thiet-ke-ky-thuat-nganh-noi-that-go-c9p104id200281709.html,Nhân Viên Thiết Kế - Kỹ Thuật (Ngành Nội Thất Gỗ),Công Ty Cổ Phần Tùng Lâm - Asia,8 - 11 triệu,Đà Nẵng
https://vieclam24h.vn/lao-dong-pho-thong/cong-nhan-lao-dong-pho-thong-c49p90id200288199.html,Công Nhân - Lao Động Phổ Thông,Công Ty Tnhh Hawsin Engineering Việt Nam,8 - 10 triệu,Bắc Ninh
https://vieclam24h.vn/quan-ly-tieu-chuan-va-chat-luong/nhan-vien-kcs-chuyen-nganh-thuy-san-tai-quan-12-c28p122id200288099.html,Nhân Viên KCS Chuyên Ngành Thủy Sản Tại Quận 12,Công Ty TNHH Thương Mại Dịch Vụ An Vĩnh,9 - 10 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-co-khi-c9p122id200287930.html,Nhân Viên Cơ Khí,Công Ty Cổ Phần Nikken Việt Nam,7 - 14 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/quan-ly-san-xuat-c9p123id200287725.html,Quản Lý Sản Xuất,Công Ty CP Bao Bì In Kim Loại Thế Kỷ,Thoả thuận ,Long An
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/dong-nai-nhan-vien-qc-kiem-dinh-chat-luong-c47p120id200264997.html,Đồng Nai - Nhân Viên QC Kiểm Định Chất Lượng,Công Ty TNHH Ô Tô Soosan Việt Nam -  Chi Nhánh Đồng Nai,10 - 12 triệu,Đồng Nai
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-co-khi-tan-phu-c47p122id200287815.html,Nhân Viên Cơ Khí (Tân Phú),Công Ty Cổ Phần Cơ Điện Năng Lượng Tân Phú,7 - 10 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/cong-nhan-qc-02-nam-c9p119id200287559.html,Công Nhân QC - (02 Nam),Công Ty TNHH Sr Suntour (Việt Nam),6.5 - 15 triệu,Bình Dương
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-qc-ket-cau-thep-c9p123id200268189.html,Nhân Viên QC Kết Cấu Thép,Công Ty Cổ Phần Cơ Khí Xây Dựng Thương Mại Đại Dũng,16 - 25 triệu,Long An
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/giam-sat-san-xuat-ket-cau-thep-c9p123id200269005.html,Giám Sát Sản Xuất Kết Cấu Thép,Công Ty Cổ Phần Cơ Khí Xây Dựng Thương Mại Đại Dũng,18 - 22 triệu,Long An
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/binh-chanh-nhan-vien-qc-lap-dung-ket-cau-thep-c9p122id200285966.html,[Bình Chánh] Nhân Viên QC Lắp Dựng Kết Cấu Thép,Công Ty Cổ Phần Cơ Khí Xây Dựng Thương Mại Đại Dũng,10 - 18 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/lao-dong-pho-thong-di-lam-ngay-c9p122id200294946.html,Lao Động Phổ Thông- Đi Làm Ngay,Công Ty TNHH Đại Phát Nguyên,5 - 7 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-van-hanh-may-c9p119id200294945.html,Nhân Viên Vận Hành Máy,Công Ty TNHH Lon Nước Giải Khát Tbc - Ball VN,8 - 12 triệu,Bình Dương
https://vieclam24h.vn/nghe-nghiep-khac/lao-dong-pho-thong-di-lam-ngay-c35p118id200291979.html,Lao Động Phổ Thông - Đi Làm Ngay,Công Ty Cổ Phần Thành Thành Công - Biên Hòa,5 - 7 triệu,Tây Ninh
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/quality-inspection-staff-nhan-vien-do-mau-c9p73id200291658.html,Quality Inspection Staff (Nhân Viên Đo Mẫu),Công Ty TNHH Aikawa Việt Nam,8.5 - 11.5 triệu,Hà Nội
https://vieclam24h.vn/khoa-hoc-ky-thuat/thuc-tap-sinh-ky-su-tai-quan-1-hcm-di-lam-ngay-c34p122id200292173.html,"Thực Tập Sinh Kỹ Sư -Tại Quận 1 , HCM (Đi Làm Ngay)",Công Ty TNHH Hưng Phát Bến Thành,5 - 10 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/hcm-binh-tan-nhan-vien-bao-tri-sua-chua-may-ep-nhua-c9p122id200289735.html,[HCM - Bình Tân] Nhân Viên Bảo Trì Sửa Chữa Máy Ép Nhựa,Công Ty Cổ Phần Tập Đoàn Thiên Long,10 - 13 triệu,TP.HCM
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/ben-cat-binh-duong-tho-co-khi-han-cat-thu-nhap-10-12tr-c10p119id200293595.html,[Bến Cát-Bình Dương] Thợ Cơ Khí (Hàn - Cắt) Thu Nhập 10-12Tr,Công Ty TNHH MTV Thép Vas An Hưng Tường,10 - 12 triệu,Bình Dương
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/thuc-tap-sinh-co-khi-quan-7-binh-chanh-c9p122id200292729.html,"Thực Tập Sinh Cơ Khí (Quận 7, Bình Chánh)",Công Ty Cổ Phần Kỹ Nghệ Thang Máy Hưng Thịnh Phát,1 - 2 triệu,TP.HCM
https://vieclam24h.vn/san-xuat-lap-rap-che-bien/thuc-tap-sinh-dien-cong-nghiep-dien-lanh-c9p119id200290149.html,Thực Tập Sinh Điện Công Nghiệp / Điện Lạnh,Công Ty TNHH SX-TM-DV Nam Cường,5 - 8 triệu,Bình Dương
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-ky-thuat-sua-chua-may-moc-c41p90id200293407.html,Nhân Viên Kỹ Thuật Sửa Chữa Máy Móc,Công Ty TNHH Cedo (Việt Nam),9 - 15 triệu,Bắc Ninh
https://vieclam24h.vn/van-tai-lai-xe-giao-nhan/chuyen-vien-cham-soc-khach-hang-dieu-phoi-c16p73id200294455.html,Chuyên Viên Chăm Sóc Khách Hàng / Điều Phối,Công Ty Cổ Phần Di Chuyển Xanh Và Thông Minh Gsm,8 - 18 triệu,Hà Nội
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-bao-hanh-bao-tri-thiet-bi-ve-sinh-c10p73id200283974.html,Nhân Viên Bảo Hành Bảo Trì Thiết Bị Vệ Sinh,Công Ty TNHH Hiwin Hongkong,7 - 10 triệu,Hà Nội
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-ky-thuat-van-hanh-may-tien-cnc-kcn-dinh-tram-bac-giang-c47p87id200283959.html,"Nhân Viên Kỹ Thuật Vận Hành Máy Tiện CNC (Kcn Đình Trám, Bắc Giang)",Công Ty Cổ Phần Thiết Bị Và Giải Pháp Cơ Khí Automech,8 - 10 triệu,Bắc Giang
https://vieclam24h.vn/van-tai-lai-xe-giao-nhan/lai-xe-giam-doc-van-phong-khu-cong-nghiep-co-cho-o-cho-lai-xe-o-xa-c16p73id200291018.html,Lái Xe Giám Đốc - Văn Phòng - Khu Công Nghiệp - Có Chỗ Ở Cho Lái Xe Ở Xa,Công Ty TNHH Thương Mại Và Vận Tải Huy Hoàng,9 - 12 triệu,Hà Nội
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-dong-co-luong-khoi-diem-10-trieu-tro-len-c10p73id200289710.html,Nhân Viên Kỹ Thuật Động Cơ - Lương Khởi Điểm 10 Triệu Trở Lên,Công Ty TNHH Một Thành Viên Du Lịch Giải Trí Thiên Đường Bảo Sơn,10 - 15 triệu,Hà Nội
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/quan-ly-xuong-co-khi-c47p119id200293838.html,Quản Lý Xưởng Cơ Khí,Công Ty TNHH Sản Xuất - Thương Mại Vĩnh Thắng,15 - 20 triệu,Bình Dương
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-dien-c10p122id200293422.html,Nhân Viên Kỹ Thuật Điện,Công Ty Trách Nhiệm Hữu Hạn Phát Triển Phú Mỹ Hưng,7 - 8 triệu,TP.HCM
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-dien-lanh-tai-vung-tau-dong-nai-c34p120id200293177.html,"Nhân Viên Kỹ Thuật Điện Lạnh Tại Vũng Tàu, Đồng Nai",Công Ty Cổ Phần Kỹ Thuật - Thương Mại Thuận Phong,11 - 15 triệu,"Đồng Nai, Bà Rịa - Vũng Tàu"
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-toa-nha-thu-duc-binh-thanh-hcm-c10p122id200292694.html,Nhân Viên Kỹ Thuật Tòa Nhà (Thủ Đức & Bình Thạnh HCM),Công Ty TNHH P.Dussmann Việt Nam,8.5 - 10 triệu,TP.HCM
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-bao-tri-c34p93id200292348.html,Nhân Viên Kỹ Thuật & Bảo Trì,Công Ty Cổ Phần Vincom Retail,8 - 10 triệu,"Hưng Yên, Hà Nội, Quảng Ninh, Kiên Giang, +2"
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-cong-truong-10-18-trieu-chap-nhan-ung-vien-moi-ra-truong-c10p73id200289635.html,Nhân Viên Kỹ Thuật Công Trường (10-18 Triệu) - Chấp Nhận Ứng Viên Mới Ra Trường,Công Ty Cổ Phần Tập Đoàn TDI (Thành Đoàn),10 - 18 triệu,"Hà Nội, Bắc Giang"
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-ky-thuat-dien-o-to-c41p119id200289835.html,Nhân Viên Kỹ Thuật Điện Ô Tô,Công Ty TNHH Tập Đoàn Rita Võ,9 - 13 triệu,"Bình Dương, TP.HCM, Đồng Nai"
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-bao-tri-co-khi-kcn-dong-an-2-hoa-phu-thu-dau-mot-c10p119id200295261.html,"Nhân Viên Bảo Trì Cơ Khí - Kcn Đồng An 2 (Hòa Phú, Thủ Dầu Một)",Công Ty CP Tôn Đông Á,10 - 13 triệu,Bình Dương
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-hcm-dak-lak-dak-nong-c34p122id200294298.html,"Nhân Viên Kỹ Thuật - HCM,đắk Lắk, Đắk Nông",Công Ty TNHH Thương Mại Và Dịch Vụ M&E Duy Nam,8 - 10 triệu,"TP.HCM, Đắk Lắk, Đắk Nông"
https://vieclam24h.vn/khoa-hoc-ky-thuat/ky-thuat-vien-van-hanh-bao-hanh-sua-chua-c34p73id200287947.html,Kỹ Thuật Viên Vận Hành - Bảo Hành - Sửa Chữa,Công Ty Cổ Phần Xây Dựng & Công Nghệ Png,9 - 13 triệu,Hà Nội
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/to-truong-bao-tri-co-khi-thuan-an-binh-duong-c47p119id200293683.html,Tổ Trưởng Bảo Trì Cơ Khí (Thuận An Bình Dương),Công Ty TNHH Polifilm Việt Nam,20 - 25 triệu,Bình Dương
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-ky-thuat-dien-lanh-nhiet-lanh-c41p122id200290168.html,Nhân Viên Kỹ Thuật Điện Lạnh / Nhiệt Lạnh,Công Ty TNHH Thương Mại Và Dịch Vụ Điện Lạnh Quốc Bảo,7 - 12 triệu,TP.HCM
https://vieclam24h.vn/khoa-hoc-ky-thuat/quan-ly-thiet-ke-giam-sat-c34p120id200283009.html,Quản Lý Thiết Kế Giám Sát,Công Ty TNHH Cơ Khí An Vạn Phúc,12 - 20 triệu,Đồng Nai
https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-thuat-vien-dien-lanh-c41p123id200294423.html,Kỹ Thuật Viên Điện Lạnh,Công ty Cổ phần Thực Phẩm Cholimex,10 - 14 triệu,Long An
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-ky-thuat-co-khi-c47p123id200289859.html,Nhân Viên Kỹ Thuật Cơ Khí,Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Ss & Vtt Machinery,8 - 15 triệu,"Long An, TP.HCM"
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-bao-tri-toa-nha-van-phong-c34p122id200287892.html,Nhân Viên Kỹ Thuật Bảo Trì Tòa Nhà Văn Phòng,Công Ty Cổ Phần Hải Vân Nam,7 - 10 triệu,TP.HCM
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-van-hanh-may-ep-nhua-quan-7-di-lam-ngay-c34p122id200292260.html,Nhân Viên Vận Hành Máy Ép Nhựa (Quận 7- Đi Làm Ngay),Công Ty TNHH Daiwa Plastics (Việt Nam),6 - 8 triệu,TP.HCM
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/ky-su-co-khi-c47p122id200289961.html,Kỹ Sư Cơ Khí,Công Ty TNHH Máy Thép Việt,10 - 15 triệu,TP.HCM
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-bao-tri-khu-vuc-mien-bac-c10p73id200287982.html,Nhân Viên Kỹ Thuật Bảo Trì Khu Vực Miền Bắc,Công Ty Cổ Phần Vacxin Việt Nam,8 - 10 triệu,"Hà Nội, Thái Nguyên, Thanh Hóa, Nghệ An, +1"
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/ky-thuat-vien-bao-tri-dien-khong-yeu-cau-kinh-nghiem-c10p99id200292103.html,Kỹ Thuật Viên Bảo Trì Điện (Không Yêu Cầu Kinh Nghiệm),Công Ty Cổ Phần Sữa TH,7 - 10 triệu,Nghệ An
https://vieclam24h.vn/khoa-hoc-ky-thuat/ky-thuat-vien-bao-tri-tu-dong-luong-10-15-trieu-c34p118id200291978.html,Kỹ Thuật Viên Bảo Trì Tự Động ( Lương 10-15 Triệu),Công Ty Cổ Phần Thành Thành Công - Biên Hòa,10 - 15 triệu,Tây Ninh
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-ky-thuat-co-khi-c47p122id200291854.html,Nhân Viên Kỹ Thuật Cơ Khí,Công Ty TNHH TM DV Xnk Đông Hải,10 - 15 triệu,TP.HCM
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/truong-bo-phan-bao-hanh-mang-dien-tu-tai-quan-6-di-lam-ngay-c10p122id200291615.html,Trưởng Bộ Phận Bảo Hành Mảng Điện Tử - Tại Quận 6 (Đi Làm Ngay),Công Ty TNHH Đầu Tư Công Nghệ Âm Thanh Triệu Gia,12 - 15 triệu,TP.HCM
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-bao-tri-c10p123id200291369.html,Nhân Viên Bảo Trì,Công ty TNHH Mỹ Bảo,10 - 18 triệu,Long An
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/quan-ly-bao-hanh-kho-van-khu-vuc-tp-hcm-c10p122id200289849.html,Quản Lý Bảo Hành – Kho Vận Khu Vực Tp.HCM,Công Ty CP Phân Phối Quốc Tế Genex,20 - 30 triệu,TP.HCM
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/quan-ly-ve-ky-thuat-bao-hanh-va-sua-chua-kho-van-toan-quoc-tai-ha-noi-c10p73id200289579.html,Quản Lý Về Kỹ Thuật Bảo Hành Và Sửa Chữa Kho Vận Toàn Quốc - Tại Hà Nội,Công Ty CP Phân Phối Quốc Tế Genex,20 - 35 triệu,Hà Nội
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-bao-tri-xe-nang-dien-c10p122id200289463.html,Nhân Viên Bảo Trì Xe Nâng Điện,Công Ty TNHH Tân Tiến Senko,9 - 12 triệu,TP.HCM
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-co-dien-c41p122id200287833.html,Nhân Viên Cơ Điện,Công Ty TNHH Thang Máy - Kỹ Thuật Điện Phương Nam,8 - 12 triệu,TP.HCM
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-lap-trinh-kiem-van-hanh-mct-thu-nhap-12-15tr-c34p90id200279754.html,Nhân Viên Lập Trình Kiêm Vận Hành Mct Thu Nhập 12-15Tr,Công Ty TNHH Co-Ms Vina,12 - 15 triệu,Bắc Ninh
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-bao-tri-xe-tai-long-an-c47p123id200292310.html,Nhân Viên Bảo Trì Xe Tải - Long An,Công Ty Cổ Phần Sản Xuất Nhựa Duy Tân,9 - 12 triệu,Long An
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-co-khi-tien-phay-cnc-luong-tu-10-12-trieu-c47p122id200293952.html,"Nhân Viên Cơ Khí Tiện, Phay CNC, Lương Từ 10 - 12 Triệu",Công Ty TNHH SX TM DV Vật Liệu Làm Kín Lê Gia,10 - 12 triệu,TP.HCM
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-bao-tri-co-khi-c47p119id200294775.html,Nhân Viên Bảo Trì Cơ Khí,Công Ty TNHH Giấy Đồng Tiến Bình Dương,11 - 13 triệu,Bình Dương
https://vieclam24h.vn/co-khi-o-to-tu-dong-hoa/nhan-vien-lap-trinh-may-tien-cnc-c47p119id200291393.html,Nhân Viên Lập Trình Máy Tiện CNC,Công Ty TNHH MTV Sản Xuất Thiết Bị Cơ Khí Đại Dương,12 - 16 triệu,Bình Dương
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-ky-thuat-bao-tri-c41p119id200294745.html,Nhân Viên Kỹ Thuật Bảo Trì,Công Ty Cổ Phần Thép Nam Kim,10 - 14 triệu,Bình Dương
https://vieclam24h.vn/dien-dien-tu-dien-lanh/to-truong-ky-thuat-toa-nha-c41p73id200294223.html,Tổ Trưởng Kỹ Thuật Tòa Nhà,Công Ty TNHH Aden Services Việt Nam - Chi Nhánh Hà Nội,10 - 14 triệu,"Hà Nội, Hà Nam"
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-ky-thuat-toa-nha-c41p90id200294224.html,Nhân Viên Kỹ Thuật Tòa Nhà,Công Ty TNHH Aden Services Việt Nam - Chi Nhánh Hà Nội,7 - 8.8 triệu,"Bắc Ninh, Hà Nam, Hà Nội, Hưng Yên"
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-van-hanh-may-ep-nhua-c34p122id200293774.html,Nhân Viên Vận Hành Máy Ép Nhựa,Công Ty TNHH Tân Tiến Senko,13 - 15 triệu,TP.HCM
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-bao-tri-dien-di-lam-ngay-c10p122id200293755.html,Nhân Viên Bảo Trì Điện (Đi Làm Ngay),Công Ty TNHH SX-TM-DV Qui Phúc,10 - 14 triệu,TP.HCM
https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nam-nhan-vien-lao-dong-pho-thong-c10p123id200293278.html,Nam Nhân Viên Lao Động Phổ Thông,Công Ty Cổ Phần Công Nghiệp Và Thương Mại Cường Thịnh,7 - 9 triệu,Long An
