Liên kết,Tên công việc,Tên công ty,Mức lương,Khu vực tuyển
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-c3p119id200293039.html,Nhân Viên Thiết Kế,Công Ty Cổ Phần Zelus Furniture,8 - 12 triệu,Bình Dương
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/graphic-designer-c3p73id200293634.html,Graphic Designer,Công Ty Cổ Phần Y Tế Pw,14 - 16 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/kien-truc-su-tai-ho-chi-minh-c3p122id200293632.html,Kiến Trúc Sư - Tại Hồ Chí Minh,Công ty Cổ Phần Đầu Tư Xây Dựng Hoàng Triều,12 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-do-hoa-c3p122id200293551.html,Nhân Viên Thiết Kế Đồ Họa,Công Ty TNHH SX KD Đồ Chơi Anfa,9 - 13 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-noi-that-c3p122id200246233.html,Nhân Viên Thiết Kế Nội Thất,Công Ty CP Nội Thất Không Gian Thông Minh,8 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/video-editor-nhan-vien-chup-quay-dung-c3p122id200293439.html,"Video Editor (Nhân Viên Chụp, Quay, Dựng)",Công Ty Cổ Phần Hot Kids Việt Nam,9 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-y-tuong-thiet-ke-sang-tao-c3p122id200293427.html,Nhân Viên Ý Tưởng Thiết Kế Sáng Tạo,Công Ty TNHH Thương Mại TLC Việt Nam,9 - 13 triệu,TP.HCM
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/kien-truc-su-dan-dung-va-cong-nghiep-c4p122id200293403.html,Kiến Trúc Sư - Dân Dụng Và Công Nghiệp,Công Ty TNHH Xây Dựng Bảo Điền,10 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nam-nhan-vien-thiet-ke-do-hoa-c3p122id200292955.html,Nam Nhân Viên Thiết Kế Đồ Hoạ,Công Ty TNHH XD Và Quảng Cáo Hải Âu,8 - 12 triệu,TP.HCM
https://vieclam24h.vn/marketing/nhan-vien-social-media-c12p120id200283693.html,Nhân Viên Social Media,Chi Nhánh 2 Công Ty TNHH MTV Mơ Home,8 - 15 triệu,Đồng Nai
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-r-d-specialist-kinh-nghiem-1-nam-lam-tai-quan-12-c3p122id200293020.html,"Nhân Viên R&D Specialist, Kinh Nghiệm 1 Năm (Làm Tại Quận 12)",Công Ty TNHH Quilling Card Vietnam,15 - 20 triệu,TP.HCM
https://vieclam24h.vn/marketing/nhan-vien-quay-dung-phim-c12p122id200292752.html,Nhân Viên Quay Dựng Phim,Nha Khoa Nhật Minh (Công Ty TNHH Bright Day Clinic),10 - 12 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/graphic-designer-tham-my-vien-c3p122id200292528.html,Graphic Designer Thẩm Mỹ Viện,Công Ty TNHH Giải Pháp Chất Lượng Quốc Tế Viva,9 - 12 triệu,TP.HCM
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/hoa-vien-kien-truc-c4p131id200290878.html,Họa Viên Kiến Trúc,Công Ty TNHH Kiến Trúc Xây Dựng Rich House,6 - 10 triệu,Cần Thơ
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-c3p73id200292208.html,Nhân Viên Thiết Kế,Công Ty TNHH Tranh Minh Quân,8 - 25 triệu,Hà Nội
https://vieclam24h.vn/marketing/nhan-vien-thiet-ke-marketing-dong-nai-c12p120id200181803.html,Nhân Viên Thiết Kế Marketing - Đồng Nai,Công Ty Cổ Phần Bia New Đồng Nai,8 - 12 triệu,Đồng Nai
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-design-c3p122id200292234.html,Nhân Viên Thiết Kế - Design,Công Ty TNHH Phụ Kiện Ô Tô Proauto,8 - 10 triệu,TP.HCM
https://vieclam24h.vn/marketing/nhan-vien-media-c12p122id200291629.html,Nhân Viên Media,Công Ty TNHH SX TM Xnk Kim Đỉnh,8 - 12 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-quan-ao-the-thao-graphic-designer-binh-tan-c3p122id200189849.html,Nhân Viên Thiết Kế Quần Áo Thể Thao (Graphic Designer) - Bình Tân,Công Ty TNHH Quốc Tế Hunta,8 - 18 triệu,TP.HCM
https://vieclam24h.vn/marketing/vi-tri-media-quay-dung-video-c12p73id200292100.html,Vị Trí Media – Quay Dựng Video,"Công Ty TNHH Thương Mại, Tư Vấn Và Dịch Vụ Sức Khỏe An Phú",8 - 15 triệu,Hà Nội
https://vieclam24h.vn/marketing/nhan-vien-media-thiet-ke-hinh-anh-c12p73id200291757.html,Nhân Viên Media - Thiết Kế Hình Ảnh,Nha Khoa Trẻ,8 - 12 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-in-an-c3p122id200292017.html,Nhân Viên Thiết Kế In Ấn,Công Ty TNHH MTV Sản Xuất Tân Sống Mới,10 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-do-hoa-quan-ao-bong-da-bong-ro-c3p122id200292005.html,"Nhân Viên Thiết Kế Đồ Họa Quần Áo Bóng Đá, Bóng Rổ",Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Ares,6 - 7.5 triệu,TP.HCM
https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-ban-hang-linh-vuc-thiet-ke-va-thi-cong-noi-that-c13p122id200291725.html,Nhân Viên Bán Hàng - Lĩnh Vực Thiết Kế Và Thi Công Nội Thất,Công Ty Tnhh Thiết Kế & Nội Thất Nice,15 - 18 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/team-leader-marketing-nganh-vat-lieu-xay-dung-thu-nhap-15-20tr-c3p122id200290504.html,Team Leader Marketing Ngành Vật Liệu Xây Dựng Thu Nhập 15-20Tr,Công Ty Cổ Phần Công Nghiệp Và Thương Mại Cường Thịnh,15 - 20 triệu,TP.HCM
https://vieclam24h.vn/dien-dien-tu-dien-lanh/truong-phong-ky-thuat-thiet-ke-dien-lanh-c41p122id200291642.html,Trưởng Phòng Kỹ Thuật Thiết Kế Điện Lạnh,Công Ty TNHH Thiết Bị Lạnh Và Cách Nhiệt TST,35 - 40 triệu,TP.HCM
https://vieclam24h.vn/marketing/nhan-vien-digital-marketing-c12p122id200291555.html,Nhân Viên Digital Marketing,Doanh Nghiệp Tn Khách Sạn Đức Vượng,8 - 10 triệu,TP.HCM
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-thuat-c34p119id200291621.html,Nhân Viên Kỹ Thuật,Công Ty TNHH Nội Thất Kim Loại T&l,15 - 20 triệu,Bình Dương
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-do-hoa-c3p122id200226466.html,Nhân Viên Thiết Kế Đồ Họa,Công Ty TNHH Helen Wedding,7 - 10 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/ky-su-thiet-ke-pccc-c3p123id200284090.html,Kỹ Sư Thiết Kế Pccc,Công Ty TNHH Pccc Và Địa Ốc Hưng Long,10 - 25 triệu,Long An
https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-sang-tao-video-quan-7-c13p122id200259246.html,Nhân Viên Sáng Tạo Video - Quận 7,Công Ty Cổ Phần Vw Tân Thuận,6.5 - 20 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/ky-su-thiet-ke-may-di-lam-ngay-c3p122id200290988.html,Kỹ Sư Thiết Kế Máy - Đi Làm Ngay,Công Ty TNHH TM - SX - KT Cơ Khí Anpha,8 - 12 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-to-chuc-su-kien-truyen-thong-c3p120id200291006.html,Nhân Viên Tổ Chức Sự Kiện - Truyền Thông,Công Ty CP Giáo Dục Thành Thành Công - IGC GROUP,8 - 11 triệu,Đồng Nai
https://vieclam24h.vn/marketing/nhan-vien-quay-dung-video-va-thiet-ke-c12p122id200290968.html,Nhân Viên Quay Dựng Video Và Thiết Kế,Công Ty TNHH Hưng Lê Hl,12 - 15 triệu,TP.HCM
https://vieclam24h.vn/marketing/nhan-vien-media-editor-c12p122id200290902.html,Nhân Viên Media Editor,Công Ty TNHH Smile Design International Hlt,12 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-dien-c3p73id200290892.html,Nhân Viên Thiết Kế Điện,Công Ty CP Tập Đoàn Dknec,11 - 23 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-graphic-designer-c3p122id200290569.html,Nhân Viên Thiết Kế - Graphic Designer,Công Ty TNHH Thương Mại Và Dịch Vụ TNL,8 - 12 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-thoi-trang-the-thao-c3p73id200286575.html,Nhân Viên Thiết Kế Thời Trang Thể Thao,Công Ty TNHH Thương Mại Và Sản Xuất Thể Thao Hoàng Phong,9 - 15 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-sale-marketing-c3p122id200288539.html,Nhân Viên Sale Marketing,Công Ty TNHH Nguyên Vạn Lộc,8 - 12 triệu,TP.HCM
https://vieclam24h.vn/xay-dung/ky-su-cap-thoat-nuoc-c31p73id200283630.html,Kỹ Sư Cấp Thoát Nước,Công Ty Cổ Phần Môi Trường Nam Việt,10 - 12 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/thuc-tap-sinh-quay-phim-chup-hinh-c3p122id200290088.html,Thực Tập Sinh Quay Phim - Chụp Hình,Công Ty Cổ Phần Đầu Tư Tập Đoàn Hanmicosmetic Global,10 - 12 triệu,TP.HCM
https://vieclam24h.vn/thuc-tap-sinh/thuc-tap-sinh-thiet-ke-thoi-trang-di-lam-ngay-c53p122id200290077.html,Thực Tập Sinh Thiết Kế Thời Trang - Đi Làm Ngay,Công Ty TNHH Gia Nguyễn Hd - Nội Y Cao Cấp Zagu,2 - 4 triệu,TP.HCM
https://vieclam24h.vn/giao-duc-dao-tao/web-graphic-designer-c32p73id200289834.html,Web Graphic Designer,Công Ty Cổ Phần Giáo Dục Trực Tuyến Funix,15 - 30 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/thuc-tap-sinh-mang-thiet-ke-c3p122id200281359.html,Thực Tập Sinh Mảng Thiết Kế,Công Ty Cổ Phần Dịch Vụ Tang Lễ Blackstones,3 - 5 triệu,TP.HCM
https://vieclam24h.vn/marketing/leader-marketing-c12p73id200289836.html,Leader Marketing,Công Ty Tnhh Đầu Tư Thương Mại Và Dịch Vụ Peso,12 - 20 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-su-kien-2d-3d-event-designer-c3p122id200289026.html,Nhân Viên Thiết Kế Sự Kiện - 2D & 3D Event Designer,Công Ty TNHH Truyền Thông Lan Truyền,10 - 25 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-mang-du-lich-c3p122id200289821.html,Nhân Viên Thiết Kế- Mảng Du Lịch,Công Ty CP Truyền Thông Và Du Lịch Saigon Star,7 - 13 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/graphic-designer-c3p122id200289409.html,Graphic Designer,Công Ty TNHH Thương Mại Và Dịch Vụ Mcm,9 - 12 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-kien-truc-noi-that-2d-3d-co-kinh-nghiem-c3p122id200284502.html,"Nhân Viên Thiết Kế Kiến Trúc Nội Thất 2D, 3D (Có Kinh Nghiệm)",Công Ty TNHH Thiết Kế Xây Dựng Chân Trời Mới,12 - 18 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-ket-cau-go-cong-trinh-nhat-ban-khong-can-kinh-nghiem-c3p122id200289723.html,Nhân Viên Thiết Kế  Kết Cấu Gỗ Công Trình Nhật Bản (Không Cần Kinh Nghiệm),CÔNG TY TNHH CÔNG NGHỆ SƠN THANH,7 - 10 triệu,"TP.HCM, Bình Định"
https://vieclam24h.vn/marketing/nhan-vien-livestream-tiktok-c12p122id200289642.html,Nhân Viên Livestream Tiktok,Công Ty TNHH TM DV Vĩnh Quang Minh,7 - 13 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-len-file-thiep-cuoi-c3p122id200289536.html,Nhân Viên Lên File Thiệp Cưới,Công Ty TNHH Đầu Tư Minmax,8 - 10 triệu,TP.HCM
https://vieclam24h.vn/ban-si-ban-le-quan-ly-cua-hang/giam-sat-marketing-sieu-thi-lotte-mart-c6p104id200289588.html,Giám Sát Marketing Siêu Thị Lotte Mart,Lotte Mart Việt Nam  - Công Ty Cổ Phần Trung Tâm Thương Mại Lotte Việt Nam,10 - 15 triệu,"Đà Nẵng, Hà Nội, Bình Dương, Đồng Nai"
https://vieclam24h.vn/xay-dung/nhan-vien-ky-thuat-c31p95id200288003.html,Nhân Viên Kỹ Thuật,Công Ty Cổ Phần Alumax Việt Nam,7 - 10 triệu,Hà Nam
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-dung-phim-c3p122id200266719.html,Nhân Viên Dựng Phim,Công Ty TNHH Thương Mại Và Truyền Thông Quốc Tế Myra,7 - 10 triệu,TP.HCM
https://vieclam24h.vn/it-phan-mem/nhan-vien-fresher-ux-ui-design-c8p122id200289343.html,Nhân Viên Fresher Ux / Ui Design,Công Ty Cổ Phần Công Nghệ Hub,7 - 9 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-video-editor-c3p73id200289305.html,Nhân Viên Video Editor,Công Ty TNHH Savills (Việt Nam),10 - 35 triệu,Hà Nội
https://vieclam24h.vn/marketing/content-marketing-c12p122id200289308.html,Content Marketing,Công Ty TNHH Bệnh Viện Chuyên Khoa Thẩm Mỹ Việt Mỹ,15 - 25 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-c3p73id200285509.html,Nhân Viên Thiết Kế,Công Ty Cổ Phần Fosacha,9 - 20 triệu,"Hà Nội, TP.HCM"
https://vieclam24h.vn/dien-dien-tu-dien-lanh/ky-su-thiet-ke-chieu-sang-luong-den-15-trieu-thuong-c41p73id200289112.html,Kỹ Sư Thiết Kế Chiếu Sáng (Lương Đến 15 Triệu + Thưởng),Công Ty CP Công Nghệ Led Fawookidi,13 - 15 triệu,"Hà Nội, TP.HCM"
https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-livestream-ban-hang-c13p122id200288922.html,Nhân Viên Livestream Bán Hàng,Công Ty TNHH Giải Trí Nyla,9 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/chuyen-vien-phat-trien-san-pham-tai-hai-phong-di-lam-ngay-c3p92id200288502.html,Chuyên Viên Phát Triển Sản Phẩm - Tại Hải Phòng (Đi Làm Ngay),Công Ty CP Kunjek Cage No1 Việt Nam,12 - 18 triệu,Hải Phòng
https://vieclam24h.vn/truyen-hinh-bao-chi-bien-tap/nhan-vien-quay-dung-video-c51p122id200288861.html,Nhân Viên Quay Dựng Video,Công Ty TNHH Thẩm Mỹ Az Nose,10 - 15 triệu,TP.HCM
https://vieclam24h.vn/marketing/chuyen-vien-to-chuc-su-kien-truyen-thong-c12p73id200288212.html,Chuyên Viên Tổ Chức Sự Kiện Truyền Thông,Công Ty TNHH Quảng Cáo Tổ Chức Sự Kiện Iris,7 - 10 triệu,Hà Nội
https://vieclam24h.vn/khach-san-nha-hang-du-lich/bartender-pha-che-c5p92id200260578.html,Bartender - Pha Chế,Công Ty CP Đầu Tư Thùy Dương,10 - 12 triệu,Hải Phòng
https://vieclam24h.vn/marketing/graphic-designer-sewing-product-fresher-c12p122id200288459.html,Graphic Designer (Sewing Product-Fresher),Công Ty TNHH Helinox,14 - 20 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-quay-dung-video-video-editor-c3p122id200288392.html,Nhân Viên Quay Dựng Video (Video Editor),Công Ty TNHH Js Corporate,12 - 20 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-ky-thuat-solidworks-designer-c3p119id200277036.html,Nhân Viên Thiết Kế Kỹ Thuật (Solidworks Designer),Công Ty TNHH Fine Scandinavia,12 - 18 triệu,Bình Dương
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/nhan-vien-thiet-ke-3d-2d-c4p122id200288301.html,"Nhân Viên Thiết Kế 3D, 2D",Công Ty TNHH SX - TM Khởi Nghiệp,8 - 12 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-video-editor-c3p73id200288118.html,Nhân Viên Video Editor,Công Ty TNHH Good Charme,10 - 15 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-quay-phim-chup-hinh-c3p122id200288103.html,Nhân Viên Quay Phim - Chụp Hình,Công Ty TNHH Nội Thất Passion,9 - 12 triệu,TP.HCM
https://vieclam24h.vn/marketing/nhan-vien-tro-ly-quay-dung-c12p122id200287913.html,Nhân Viên Trợ Lý Quay Dựng,Công Ty Tnhh Taiwan Lashes,8 - 15 triệu,TP.HCM
https://vieclam24h.vn/det-may-da-giay-thoi-trang/nhan-vien-ky-thuat-may-mau-lam-viec-truc-tiep-tai-binh-dinh-c40p107id200287981.html,Nhân Viên Kỹ Thuật May Mẫu Làm Việc Trực Tiếp Tại Bình Định,Công Ty TNHH Công Nghiệp Able Tây Sơn,8 - 15 triệu,"Bình Định, Phú Yên, Quảng Ngãi, Bình Dương, +2"
https://vieclam24h.vn/ban-hang-kinh-doanh/graphic-designer-c13p109id200287940.html,Graphic Designer,Công Ty Cổ Phần Thương Mại Và Dịch Vụ Otb,8 - 12 triệu,Khánh Hòa
https://vieclam24h.vn/det-may-da-giay-thoi-trang/nhan-vien-may-mau-luong-tren-10-trieu-di-lam-ngay-c40p122id200279912.html,Nhân Viên May Mẫu - Lương Trên 10 Triệu (Đi Làm Ngay),Công Ty TNHH MTV May Thêu Bảo Ngọc,10 - 12 triệu,TP.HCM
https://vieclam24h.vn/marketing/nhan-vien-thiet-ke-c12p122id200287871.html,Nhân Viên Thiết Kế,Công Ty TNHH Thương Mại Lyan,7 - 10 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/color-designer-c3p122id200287830.html,Color Designer,Công Ty TNHH Sản Xuất Thương Mại Artstuff,8 - 15 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-bao-bi-nhan-mac-c3p119id200287708.html,Nhân Viên Thiết Kế Bao Bì Nhãn Mác,Công Ty TNHH Thực Phẩm Và Nước Giải Khát Rita,10 - 20 triệu,Bình Dương
https://vieclam24h.vn/dien-dien-tu-dien-lanh/thuc-tap-sinh-thiet-ke-cad-2d-c41p119id200287586.html,Thực Tập Sinh  Thiết Kế - Cad 2D,Công Ty TNHH Sr Suntour (Việt Nam),9 - 9.5 triệu,Bình Dương
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/nhan-vien-thiet-ke-kien-truc-ky-thuat-c4p122id200287570.html,Nhân Viên Thiết Kế Kiến Trúc Kỹ Thuật,Công Ty Cổ Phần Xây Dựng Trang Trí Nội Thất Vuông,12 - 20 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-luong-toi-12-trieu-di-lam-ngay-c3p125id200294881.html,Nhân Viên Thiết Kế Lương Tới 12 Triệu (Đi Làm Ngay),Công Ty Cổ Phần Đông Hải Bến Tre,7 - 12 triệu,Bến Tre
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/truong-phong-thiet-ke-c3p121id200294738.html,Trưởng Phòng Thiết Kế,Công Ty CP Tư Vấn Thiết Kế & Xây Dựng Nam Trung,Thoả thuận ,Bà Rịa - Vũng Tàu
https://vieclam24h.vn/xay-dung/chuyen-vien-bien-phap-thi-cong-shopdrawing-mang-me-c31p92id200290642.html,Chuyên Viên Biện Pháp Thi Công - Shopdrawing (Mảng ME),Công Ty Cổ Phần Vinhomes,21 - 27 triệu,"Hải Phòng, Hưng Yên"
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/thuc-tap-sinh-thiet-ke-do-hoa-website-c3p73id200292240.html,Thực Tập Sinh Thiết Kế Đồ Hoạ Website,Công Ty Cổ Phần Vinasimex,5 - 20 triệu,"Hà Nội, TP.HCM"
https://vieclam24h.vn/marketing/content-marketing-executive-c12p122id200287146.html,Content Marketing Executive,Hộ Kinh Doanh Léger,5 - 12 triệu,TP.HCM
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-thiet-ke-do-hoa-part-time-c3p73id200288454.html,Nhân Viên Thiết Kế Đồ Họa (Part-Time),Công Ty Cổ Phần Tập Đoàn Giáo Dục Và Đào Tạo Winedu,5 - 8.5 triệu,Hà Nội
https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/thuc-tap-sinh-thiet-ke-do-hoa-c3p122id200292623.html,Thực Tập Sinh Thiết Kế Đồ Họa,Công Ty TNHH Miligo,1 - 5 triệu,TP.HCM
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/chuyen-vien-kinh-doanh-du-an-noi-that-c4p122id200292855.html,Chuyên Viên Kinh Doanh Dự Án Nội Thất,Công Ty CP Nội Thất Không Gian Thông Minh,8 - 15 triệu,TP.HCM
https://vieclam24h.vn/xay-dung/ky-su-xay-dung-chuyen-thiet-ke-cau-duong-c31p73id200294954.html,Kỹ Sư Xây Dựng Chuyên Thiết Kế Cầu Đường,Công Ty TNHH Đầu Tư Và Xây Dựng TT Hà Nội,11 - 13 triệu,Hà Nội
https://vieclam24h.vn/xay-dung/ky-su-xay-dung-lam-viec-tai-cong-truong-lam-viec-tai-dong-trieu-quang-ninh-c31p86id200294981.html,Kỹ Sư Xây Dựng Làm Việc Tại Công Trường (Làm Việc Tại Đông Triều- Quảng Ninh),Công Ty Tnhh Phú Quý Phú Thọ,15 - 20 triệu,"Quảng Ninh, Hải Phòng, Hải Dương, Bắc Giang, +1"
https://vieclam24h.vn/xay-dung/nhan-vien-thiet-ke-nha-thep-cong-trinh-dan-dung-cong-nghiep-c31p73id200293487.html,"Nhân Viên Thiết Kế Nhà Thép, Công Trình Dân Dụng Công Nghiệp",Công Ty Cổ Phần Kết Cấu Thép Và Cơ Khí Đông Á,10 - 20 triệu,Hà Nội
https://vieclam24h.vn/marketing/nhan-vien-seo-web-cau-giay-c12p73id200292683.html,Nhân Viên SEO Web (Cầu Giấy),Công Ty TNHH Thương Mại Và Sản Xuất Châu Á,8 - 11 triệu,Hà Nội
https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-lap-du-toan-du-thau-c34p73id200292490.html,"Nhân Viên Lập Dự Toán, Dự Thầu",Công Ty TNHH Xây Dựng Thương Mại Và Chế Biến Lâm Sản Thăng Long,10 - 15 triệu,Hà Nội
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/nhan-vien-trien-khai-ban-ve-tai-quang-ngai-c4p106id200292221.html,Nhân Viên Triển Khai Bản Vẽ Tại Quảng Ngãi,Công Ty TNHH 883-Zn-838,7 - 8 triệu,Quảng Ngãi
https://vieclam24h.vn/xay-dung/ky-su-kinh-te-xay-dung-c31p73id200291860.html,Kỹ Sư Kinh Tế Xây Dựng,Công Ty Cổ Phần Xây Dựng Số 1,10 - 15 triệu,"Hà Nội, Hà Nam, Quảng Ninh, Thanh Hóa, +2"
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-thiet-ke-pccc-hvac-c41p119id200291059.html,Nhân Viên Thiết Kế Pccc - HVAC,Công Ty TNHH Thương Mại Dịch Vụ Hoàng Huy Vũ,12 - 18 triệu,Bình Dương
https://vieclam24h.vn/xay-dung/giam-sat-cong-trinh-noi-that-hcm-c31p122id200288075.html,Giám Sát Công Trình Nội Thất - HCM,Adp Architects- Công Ty Cổ Phần Nội Thất Cơ Bản,10 - 15 triệu,TP.HCM
https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-thiet-ke-c41p73id200288137.html,Nhân Viên Thiết Kế,Công Ty Cổ Phần Đầu Tư Công Nghệ Và Truyền Thông Itcstar,10 - 15 triệu,Hà Nội
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/nhan-vien-ky-thuat-cnc-bo-ky-thuat-ra-file-cnc-go-c4p92id200287166.html,Nhân Viên Kỹ Thuật CNC (Bổ Kỹ Thuật Ra File CNC Gỗ),Công Ty TNHH Đầu Tư Và Xây Dựng Hometime,10 - 25 triệu,Hải Phòng
https://vieclam24h.vn/xay-dung/ky-su-giao-thong-c31p73id200292204.html,Kỹ Sư Giao Thông,Công Ty Cổ Phần Xây Dựng Bất Động Sản Bảo Minh,12 - 16 triệu,Hà Nội
https://vieclam24h.vn/kien-truc-thiet-ke-noi-ngoai-that/hoa-vien-kien-truc-3d-c4p122id200292676.html,Họa Viên Kiến Trúc 3D,Công Ty Cổ Phần Xây Dựng ALC,12 - 18 triệu,TP.HCM
https://vieclam24h.vn/nong-lam-ngu-nghiep/nhan-vien-quan-ly-to-cham-soc-cay-xanh-tai-nha-trang-khanh-hoa-c11p109id200293512.html,"Nhân Viên Quản Lý Tổ Chăm Sóc Cây Xanh Tại Nha Trang, Khánh Hòa",Công Ty Cổ Phần Xây Lắp Vật Tư Kỹ Thuật,7 - 9 triệu,"Khánh Hòa, Hà Nội"
https://vieclam24h.vn/xay-dung/ky-su-trac-dac-c31p73id200292203.html,Kỹ Sư Trắc Đạc,Công Ty Cổ Phần Xây Dựng Bất Động Sản Bảo Minh,13 - 17 triệu,Hà Nội
https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-c13p73id200289884.html,Nhân Viên Kinh Doanh,Công Ty CP Xây Dựng Và Cải Tạo Focus Home,8 - 30 triệu,Hà Nội
https://vieclam24h.vn/xay-dung/ky-su-trien-khai-bien-phap-thi-cong-shopdrawing-dan-dung-cong-nghiep-c31p92id200294088.html,"Kỹ Sư Triển Khai Biện Pháp Thi Công, Shopdrawing (Dân Dụng & Công Nghiệp)",Công Ty TNHH Dhg,10 - 20 triệu,Hải Phòng
